name,category,measurement-1,ingredient-1,measurement-2,ingredient-2,measurement-3,ingredient-3,measurement-4,ingredient-4,measurement-5,ingredient-5,measurement-6,ingredient-6,instructions,glass,glass-size,all_measurements,all_ingredients
Bourbon A La Creme,Whiskies,2, Bourbon whiskey,1, Dark creme de cacao,0.5, Vanilla liqueur,,,,,,,Stir ingredients with ice. Strain into chilled old-fashioned glass.,Old-Fashioned Glass,6 to 8 ounces,"['2', '1', 0.5, nan, nan, nan]","[' Bourbon whiskey', ' Dark creme de cacao', ' Vanilla liqueur', nan, nan, nan]"
The Bone,Whiskies,2, Bourbon whiskey,0.5, Fresh Lime Juice,0.5, Simple Syrup,3, Hot red pepper sauce,,,,,Shake with ice and strain into chilled shot glass.,Shot Glass,1 _ to 2 ounces,"['2', 0.5, 0.5, '3', nan, nan]","[' Bourbon whiskey', ' Fresh Lime Juice', ' Simple Syrup', ' Hot red pepper sauce', nan, nan]"
Bobby Burns Cocktail,Whiskies,1.5, Blended Scotch Whiskey,1.5, Sweet Vermouth,1, Benedictine,, Lemon twist,,,,,Stir with ice and strain into chilled cocktail glass. Add lemon twist.,Cocktail Glass,6 or more ounces,"[1.5, 1.5, '1', nan, nan, nan]","[' Blended Scotch Whiskey', ' Sweet Vermouth', ' Benedictine', ' Lemon twist', nan, nan]"
Bloody Scotsman,Whiskies,24," Smoky Scotch whisky, such as Laphroaig",24, Tomato Juice,24, V8 cocktail juice,1c, ketchup,3, Fresh Lime Juice,3," Simple Syrup, 3/4 oz","Mix ingredients together, stirring often, in a large container, adding salt to taste. Chill for at least 24 hours before serving. Serve in icefilled old-fashioned glasses.",Old-Fashioned Glass,6 to 8 ounces,"['24', '24', '24', '1c', '3', '3']","[' Smoky Scotch whisky, such as Laphroaig', ' Tomato Juice', ' V8 cocktail juice', ' ketchup', ' Fresh Lime Juice', ' Simple Syrup, 3/4 oz']"
White Cargo Cocktail,Cocktail Classics,1, Vanilla Ice Cream,1, Mr. Boston Gin,,,,,,,,,Shake until thoroughly mixed and add water or sauterne if the mixture if too thick. Serve in an old-fashioned glass.,Old-Fashioned Glass,6 to 8 ounces,"['1', '1', nan, nan, nan, nan]","[' Vanilla Ice Cream', ' Mr. Boston Gin', nan, nan, nan, nan]"
Blood and Sand,Whiskies,0.5, Blended Scotch Whiskey,0.5, cherry-flavored brandy,0.5, Sweet Vermouth,0.5, Orange juice,,,,,Shake with ice and strain into chilled cocktail glass.,Cocktail Glass,6 or more ounces,"[0.5, 0.5, 0.5, 0.5, nan, nan]","[' Blended Scotch Whiskey', ' cherry-flavored brandy', ' Sweet Vermouth', ' Orange juice', nan, nan]"
The Blinker,Whiskies,2, Straight rye whisky,1.5, Grapefruit Juice,1, Raspberry Syrup,, Grapefruit twist or skewered raspberry,,,,,Shake and strain into cocktail glass. Garnish with grapefruit twist or raspberry.,Cocktail Glass,6 or more ounces,"['2', 1.5, '1', nan, nan, nan]","[' Straight rye whisky', ' Grapefruit Juice', ' Raspberry Syrup', ' Grapefruit twist or skewered raspberry', nan, nan]"
Pike's Peak Cooler,Cocktail Classics,,Cider,0.5, Juice of a Lemon,1, Powdered Sugar,1, Whole Egg,,,,,Shake with ice and strain into collins glass with cracked ice. Fill with cider and stir. Insert a spiral of orange or lemon peel (or both) and dangle over rim of glass.,Collins Glass,14 to 16 ounces,"[nan, 0.5, '1', '1', nan, nan]","['Cider', ' Juice of a Lemon', ' Powdered Sugar', ' Whole Egg', nan, nan]"
Blarney Stone Cocktail,Whiskies,2, Irish Whiskey,0.5, Anisette,0.5, Triple Sec,0.5, Maraschino liqueur,1, Angostura Bitters,1," Orange twist, green olive",Shake with ice and strain into chilled cocktail glass. Add orange twist and olive.,Cocktail Glass,6 or more ounces,"['2', 0.5, 0.5, 0.5, '1', '1']","[' Irish Whiskey', ' Anisette', ' Triple Sec', ' Maraschino liqueur', ' Angostura Bitters', ' Orange twist, green olive']"
Pacman,Cocktail Classics,2, Lemon Juice,1, Grenadine,1, Bitters,, Ginger ale,,,,,"Add grenadine, lemon juice, and bitters to collins filled with ice. Top  with wedge of lime. with ginger ale. Notch an orange slice and slide down side of glass.",Collins Glass,14 to 16 ounces,"['2', '1', '1', nan, nan, nan]","[' Lemon Juice', ' Grenadine', ' Bitters', ' Ginger ale', nan, nan]"
Lemonade (Golden),Cocktail Classics,1, Juice of a Lemon,2, Powdered Sugar,1, Egg Yolk,6, Water,,,,,"Shake with ice and strain into collins glass. Decorate with slices of orange and lemon, and a cherry.",Collins Glass,14 to 16 ounces,"['1', '2', '1', '6', nan, nan]","[' Juice of a Lemon', ' Powdered Sugar', ' Egg Yolk', ' Water', nan, nan]"
Black Hawk,Whiskies,1.5, Bourbon whiskey,1.5, Sloe gin,1, Maraschino cherry,,,,,,,Stir with ice and strain into chilled cocktail glass. Garnish with cherry.,Cocktail Glass,6 or more ounces,"[1.5, 1.5, '1', nan, nan, nan]","[' Bourbon whiskey', ' Sloe gin', ' Maraschino cherry', nan, nan, nan]"
Lemonade (Egg),Cocktail Classics,1, Juice of a Lemon,2, Powdered Sugar,1, Whole Egg,,,,,,,Shake and strain into collins glass over ice cubes. Add enough water to fill glass. Serve with straws.,Collins Glass,14 to 16 ounces,"['1', '2', '1', nan, nan, nan]","[' Juice of a Lemon', ' Powdered Sugar', ' Whole Egg', nan, nan, nan]"
Bensonhurst,Whiskies,1, Cynar,2, Straight rye whiskey,1, Dry Vermouth,0.25, Maraschino liqueur,,,,,Swirl Cynar in chilled cocktail glass to coat inside; discard excess Cynar. Stir remaining ingredients with ice and strain into glass.,Cocktail Glass,6 or more ounces,"['1', '2', '1', 0.25, nan, nan]","[' Cynar', ' Straight rye whiskey', ' Dry Vermouth', ' Maraschino liqueur', nan, nan]"
Chocolate Daisy,Cocktail Classics,0.5, Juice of a Lemon,0.5, Powdered Sugar,1, Grenadine,1.5, Brandy,1.5, Port,,,Shake with ice and strain into stein or metal cup. Add ice cubes and decorate with fruit,Stein,,"[0.5, 0.5, '1', 1.5, 1.5, nan]","[' Juice of a Lemon', ' Powdered Sugar', ' Grenadine', ' Brandy', ' Port', nan]"
The Beautiful Day,Whiskies,1.25, Irish Whiskey,0.75, Rhubarb Syrup,2, Cold brewed green tea,, Edible flowers,,,,,Shake with ice and strain into ice-filled old-fashioned glass. Garnish with edible flowers.,Old-Fashioned Glass,6 to 8 ounces,"[1.25, 0.75, '2', nan, nan, nan]","[' Irish Whiskey', ' Rhubarb Syrup', ' Cold brewed green tea', ' Edible flowers', nan, nan]"
French Quarter,Brandy,2, Brandy,0.75, Lillet Blanc,, Lemon quarter-wheel,,,,,,,Stir with ice and strain into chilled cocktail glass. Garnish with lemon.,Cocktail Glass,6 or more ounces,"['2', 0.75, nan, nan, nan, nan]","[' Brandy', ' Lillet Blanc', ' Lemon quarter-wheel', nan, nan, nan]"
Creme de Gin Cocktail,Cocktail Classics,1.5, Gin,0.5, White creme de menthe,1, Egg White,2, Lemon Juice,2, Orange Juice,,,Shake with ice and strain into cocktail glass.,Cocktail Glass,6 or more ounces,"[1.5, 0.5, '1', '2', '2', nan]","[' Gin', ' White creme de menthe', ' Egg White', ' Lemon Juice', ' Orange Juice', nan]"
Creamy Screwdriver,Cocktail Classics,2, Vodka,1, Egg Yolk,6, Orange Juice,1, Sugar,,,,,Combine all ingredients with a half-cup of crushed ice in an electric blender. Blend at low speed and pour into collins glass.,Collins Glass,14 to 16 ounces,"['2', '1', '6', '1', nan, nan]","[' Vodka', ' Egg Yolk', ' Orange Juice', ' Sugar', nan, nan]"
Creamy Orange,Cocktail Classics,1, Orange Juice,1, Cream sherry,0.75, Brandy,1, Light cream,,,,,Shake with ice and strain into cocktail glass.,Cocktail Glass,6 or more ounces,"['1', '1', 0.75, '1', nan, nan]","[' Orange Juice', ' Cream sherry', ' Brandy', ' Light cream', nan, nan]"
Creamsicle,Cocktail Classics,1.5, Vanilla liqueur,1.5, Milk,3, Orange Juice,,,,,,,"Fill a tall glass with ice, add the above ingredients, and stir.",Collins Glass,14 to 16 ounces,"[1.5, 1.5, '3', nan, nan, nan]","[' Vanilla liqueur', ' Milk', ' Orange Juice', nan, nan, nan]"
Cowboy Cocktail,Cocktail Classics,1.5, Blended whiskey,1, Light cream,,,,,,,,,Shake with ice and strain into cocktail glass.,Cocktail Glass,6 or more ounces,"[1.5, '1', nan, nan, nan, nan]","[' Blended whiskey', ' Light cream', nan, nan, nan, nan]"
Beals Cocktail,Whiskies,1.5, Blended Scotch Whiskey,0.5, Dry Vermouth,0.5, Sweet Vermouth,,,,,,,Stir with ice and strain into chilled cocktail glass.,Cocktail Glass,6 or more ounces,"[1.5, 0.5, 0.5, nan, nan, nan]","[' Blended Scotch Whiskey', ' Dry Vermouth', ' Sweet Vermouth', nan, nan, nan]"
Coronation Cocktail,Cocktail Classics,0.75, Gin,0.75, Dubonnet,0.75, Dry Vermouth,,,,,,,Stir with ice and strain into cocktail glass.,Cocktail Glass,6 or more ounces,"[0.75, 0.75, 0.75, nan, nan, nan]","[' Gin', ' Dubonnet', ' Dry Vermouth', nan, nan, nan]"
Cornell Cocktail,Cocktail Classics,0.5, Lemon Juice,1, Maraschino,1, Egg White,1.5, Gin,,,,,Shake with ice and strain into cocktail glass.,Cocktail Glass,6 or more ounces,"[0.5, '1', '1', 1.5, nan, nan]","[' Lemon Juice', ' Maraschino', ' Egg White', ' Gin', nan, nan]"
Combo,Cocktail Classics,2.5, Dry Vermouth,1, Brandy,0.5, Triple Sec,0.5, Powdered Sugar,1, Bitters,,,Shake with ice and strain into old-fashioned glass over ice cubes.,Old-Fashioned Glass,6 to 8 ounces,"[2.5, '1', 0.5, 0.5, '1', nan]","[' Dry Vermouth', ' Brandy', ' Triple Sec', ' Powdered Sugar', ' Bitters', nan]"
Basin Street,Whiskies,2, Bourbon whiskey,0.75, Triple Sec,0.75, Fresh lemon juice,,,,,,,Shake well with ice and strain into chilled cocktail glass.,Cocktail Glass,6 or more ounces,"['2', 0.75, 0.75, nan, nan, nan]","[' Bourbon whiskey', ' Triple Sec', ' Fresh lemon juice', nan, nan, nan]"
Cole's Raspberry Cream,Cocktail Classics,1.5, Raspberry Yogurt,1.5, Raspberry Ice Cream,1.5, White creme de cacao,1.5, Vodka,2, Heavy cream,,,Shake or blend.,Champagne Flute,6 to 8 ounces,"[1.5, 1.5, 1.5, 1.5, '2', nan]","[' Raspberry Yogurt', ' Raspberry Ice Cream', ' White creme de cacao', ' Vodka', ' Heavy cream', nan]"
Cognac Coupling,Cocktail Classics,2, Cognac,1, Tawny port,0.5, Anis,1, Lemon Juice,,,,,Shake with ice and strain into old-fashioned glass over ice cubes.,Old-Fashioned Glass,6 to 8 ounces,"['2', '1', 0.5, '1', nan, nan]","[' Cognac', ' Tawny port', ' Anis', ' Lemon Juice', nan, nan]"
Coffee Sour,Cocktail Classics,1.5, Coffee-flavored brandy,1, Lemon Juice,1, Powdered Sugar,0.5, Egg White,,,,,Shake with ice and strain into sour glass.,Sour Glass,5 to 6 ounces,"[1.5, '1', '1', 0.5, nan, nan]","[' Coffee-flavored brandy', ' Lemon Juice', ' Powdered Sugar', ' Egg White', nan, nan]"
Coffee Flip,Cocktail Classics,1, Whole Egg,1, Powdered Sugar,1, Brandy,1, Port,2, Light Cream (if desired),,,Shake with ice and strain into sour glass. Sprinkle a little nutmeg on top.,Sour Glass,5 to 6 ounces,"['1', '1', '1', '1', '2', nan]","[' Whole Egg', ' Powdered Sugar', ' Brandy', ' Port', ' Light Cream (if desired)', nan]"
Coffee Cocktail,Cocktail Classics,1, Whole Egg,1, Powdered Sugar,1, Port,1, Brandy,,,,,Shake with ice and strain into sour glass. Sprinkle nutmeg on top.,Sour Glass,5 to 6 ounces,"['1', '1', '1', '1', nan, nan]","[' Whole Egg', ' Powdered Sugar', ' Port', ' Brandy', nan, nan]"
Purple Mask,Vodka,1, Vodka,1, Concord grape juice,0.5, White creme de cacao,,,,,,,Shake with ice and strain into chilled cocktail glass.,Cocktail Glass,6 or more ounces,"['1', '1', 0.5, nan, nan, nan]","[' Vodka', ' Concord grape juice', ' White creme de cacao', nan, nan, nan]"
Clove Cocktail,Cocktail Classics,1, Sweet Vermouth,0.5, Sloe gin,0.5, Muscatel Wine,,,,,,,Stir with ice and strain into cocktail glass.,Cocktail Glass,6 or more ounces,"['1', 0.5, 0.5, nan, nan, nan]","[' Sweet Vermouth', ' Sloe gin', ' Muscatel Wine', nan, nan, nan]"
Clover Leaf Cocktail,Cocktail Classics,1, Juice of a Lime,2, Grenadine,1, Egg White,1.5, Gin,,,,,Shake with ice and strain into cocktail glass. Serve with mint leaf on top.,Cocktail Glass,6 or more ounces,"['1', '2', '1', 1.5, nan, nan]","[' Juice of a Lime', ' Grenadine', ' Egg White', ' Gin', nan, nan]"
Clover Club Cocktail,Cocktail Classics,1, Juice of a Lemon,2, Grenadine,1, Egg White,1.5, Gin,,,,,Shake with ice and strain into cocktail glass.,Cocktail Glass,6 or more ounces,"['1', '2', '1', 1.5, nan, nan]","[' Juice of a Lemon', ' Grenadine', ' Egg White', ' Gin', nan, nan]"
Priority Cocktail,Vodka,2, Vodka,0.5, Calvados,0.5, Coffee liqueur,, Lemon twist,,,,,Stir with ice and strain into chilled cocktail glass. Add lemon twist.,Cocktail Glass,6 or more ounces,"['2', 0.5, 0.5, nan, nan, nan]","[' Vodka', ' Calvados', ' Coffee liqueur', ' Lemon twist', nan, nan]"
Clamato Cocktail,Cocktail Classics,1.5, Vodka,1, Clam Juice,3, Tomato Juice,,,,,,,"Shake with ice, strain, and serve over ice cubes in old-fashioned glass.",Old-Fashioned Glass,6 to 8 ounces,"[1.5, '1', '3', nan, nan, nan]","[' Vodka', ' Clam Juice', ' Tomato Juice', nan, nan, nan]"
Cider Eggnog,Cocktail Classics,1, Whole Egg,1, Powdered Sugar,0.5, Milk,,,,,,,Shake with ice and strain into collins glass. Then fill the glass with cider and stir. Sprinkle nutmeg on top.,Collins Glass,14 to 16 ounces,"['1', '1', 0.5, nan, nan, nan]","[' Whole Egg', ' Powdered Sugar', ' Milk', nan, nan, nan]"
Chocolate Soldier,Cocktail Classics,0.5, Juice of a Lime,0.75, Dubonnet,1.5, Gin,,,,,,,Shake with ice and strain into cocktail glass.,Cocktail Glass,6 or more ounces,"[0.5, 0.75, 1.5, nan, nan, nan]","[' Juice of a Lime', ' Dubonnet', ' Gin', nan, nan, nan]"
Chocolate Flip,Cocktail Classics,1, Whole Egg,1, Powdered Sugar,0.75, Sloe gin,0.75, Brandy,2, Light Cream (if desired),,,Shake with ice and strain into sour glass. Sprinkle a little nutmeg on top.,Sour Glass,5 to 6 ounces,"['1', '1', 0.75, 0.75, '2', nan]","[' Whole Egg', ' Powdered Sugar', ' Sloe gin', ' Brandy', ' Light Cream (if desired)', nan]"
Chocolate Cocktail,Cocktail Classics,1.5, Port,1.5, Yellow Chartreuse,1, Egg Yolk,1, Powdered Sugar,,,,,Shake with ice and strain into sour glass.,Sour Glass,5 to 6 ounces,"[1.5, 1.5, '1', '1', nan, nan]","[' Port', ' Yellow Chartreuse', ' Egg Yolk', ' Powdered Sugar', nan, nan]"
Chicago Fizz,Cocktail Classics,0.5, Juice of a Lemon,1, Powdered Sugar,1, Egg White,1, Port,1, Light Rum,,,Shake with ice and strain into highball glass over two ice cubes. Fill with carbonated water and stir.,Highball Glass,7 to 10 ounces,"[0.5, '1', '1', '1', '1', nan]","[' Juice of a Lemon', ' Powdered Sugar', ' Egg White', ' Port', ' Light Rum', nan]"
Pretty In Pink,Vodka,2, Vodka,0.5, Cranberry Juice,0.75, Creme de noyaux,0.75, Fresh lemon juice, Soda water,,,,Shake first four ingredients and strain into ice-filled Collins glass. Top with soda water.,Collins Glass,14 to 16 ounces,"['2', 0.5, 0.75, 0.75, ' Soda water', nan]","[' Vodka', ' Cranberry Juice', ' Creme de noyaux', ' Fresh lemon juice', nan, nan]"
Cherry Wine Cocktail,Cocktail Classics,0.75, Danish Cherry Wine,0.75, Vodka,0.5, Juice of a Lime,,,,,,,Shake with ice and strain into cocktail glass.,Cocktail Glass,6 or more ounces,"[0.75, 0.75, 0.5, nan, nan, nan]","[' Danish Cherry Wine', ' Vodka', ' Juice of a Lime', nan, nan, nan]"
Cherry Flip,Cocktail Classics,1, Whole Egg,1, Powdered Sugar,1.5, cherry-flavored brandy,2, Light Cream (if desired),,,,,Shake with ice and strain into sour glass. Sprinkle a little nutmeg on top.,Sour Glass,5 to 6 ounces,"['1', '1', 1.5, '2', nan, nan]","[' Whole Egg', ' Powdered Sugar', ' cherry-flavored brandy', ' Light Cream (if desired)', nan, nan]"
Cherry Cooler,Cocktail Classics,2, Cherry Vodka,, Cola,,,,,,,,,"Pour cherry vodka into collins glass over ice cubes. Fill with cola, add a slice of lemon, and stir.",Collins Glass,14 to 16 ounces,"['2', nan, nan, nan, nan, nan]","[' Cherry Vodka', ' Cola', nan, nan, nan, nan]"
Polynesian Cocktail,Vodka,," Lime wedge, superfine sugar",1.5, Vodka,0.75, cherry-flavored brandy,0.75, Fresh Lime Juice,,,,,Rim chilled cocktail glass with lime and sugar. Shake ingredients with ice and strain into glass.,Cocktail Glass,6 or more ounces,"[nan, 1.5, 0.75, 0.75, nan, nan]","[' Lime wedge, superfine sugar', ' Vodka', ' cherry-flavored brandy', ' Fresh Lime Juice', nan, nan]"
Chateau Briand's Rum Cow,Cocktail Classics,1.25, Dark rum,1, Sugar,2, Bitters,0.75, Milk,,,,,Blend and strain into a collins glass.,Collins Glass,14 to 16 ounces,"[1.25, '1', '2', 0.75, nan, nan]","[' Dark rum', ' Sugar', ' Bitters', ' Milk', nan, nan]"
Champagne Velvet,Cocktail Classics,5, Chilled Stout,5, Chilled Champagne,,,,,,,,,"See Black Velvet recipe on page 54.  Pour very carefully, in order given, into champagne flute so that the stout and champagne don't mix. ",Champagne Flute,6 to 8 ounces,"['5', '5', nan, nan, nan, nan]","[' Chilled Stout', ' Chilled Champagne', nan, nan, nan, nan]"
Pink Pussycat,Vodka,1.5, Vodka,2, Pineapple or grapefruit juice,0.5, Grenadine,,,,,,,Pour ingredients into ice-filled highball glass and stir.,Highball Glass,7 to 10 ounces,"[1.5, '2', 0.5, nan, nan, nan]","[' Vodka', ' Pineapple or grapefruit juice', ' Grenadine', nan, nan, nan]"
Back Porch Swizzle,Whiskies,1.5, Bourbon whiskey,0.5, Dry Vermouth,1, Pineapple Juice,1, Ginger beer, Green Chartreuse,,, Fresh mint sprig,"Pour first four ingredients in crushed ice-filled highball glass. With barspoon between your palms, move hands back and forth and up and down to quickly rotate and lift spoon, until glass is frosted. Float Chartreuse on top, and garnish with mint.",Highball Glass,7 to 10 ounces,"[1.5, 0.5, '1', '1', ' Green Chartreuse', nan]","[' Bourbon whiskey', ' Dry Vermouth', ' Pineapple Juice', ' Ginger beer', nan, ' Fresh mint sprig']"
Canadian Pineapple,Cocktail Classics,1.5, Canadian whisky,1, Pineapple Juice,1, Lemon Juice,0.5, Maraschino,,,,,Shake with ice and strain into old-fashioned glass over ice cubes. Add a Stick of pineapple.,Old-Fashioned Glass,6 to 8 ounces,"[1.5, '1', '1', 0.5, nan, nan]","[' Canadian whisky', ' Pineapple Juice', ' Lemon Juice', ' Maraschino', nan, nan]"
Calm Voyage,Cocktail Classics,0.5, Strega,0.5, Light Rum,1, Passion Fruit Syrup,2, Lemon Juice,0.5, Egg White,,,Put all ingredients in blender with half a cup of crushed ice. Blend at low speed and pour into champagne flute.,Champagne Flute,6 to 8 ounces,"[0.5, 0.5, '1', '2', 0.5, nan]","[' Strega', ' Light Rum', ' Passion Fruit Syrup', ' Lemon Juice', ' Egg White', nan]"
Pink Lemonade,Vodka,1.5, Citrus-flavored vodka,0.25, Triple Sec,0.25, Fresh Lime Juice,0.25, Fresh lemon juice,0.25, Simple Syrup,2," Cranberry Juice, lemon wheel",Shake with ice and strain into ice-filled Collins glass. Garnish with lemon.,Collins Glass,14 to 16 ounces,"[1.5, 0.25, 0.25, 0.25, 0.25, '2']","[' Citrus-flavored vodka', ' Triple Sec', ' Fresh Lime Juice', ' Fresh lemon juice', ' Simple Syrup', ' Cranberry Juice, lemon wheel']"
Caledonia,Cocktail Classics,1, Creme de Cacao (Brown),1, Brandy,1, Milk,1, Egg Yolk,,,,,Shake well with ice and Strain into old-fashioned glass over ice cubes. Sprinkle cinnamon on top.,Old-Fashioned Glass,6 to 8 ounces,"['1', '1', '1', '1', nan, nan]","[' Creme de Cacao (Brown)', ' Brandy', ' Milk', ' Egg Yolk', nan, nan]"
Caf_ di Amaretto ,Cocktail Classics,1, Hot Black Coffee,1, Amaretto,, Whipped cream,,,,,,,Add 1 oz. Amaretto to a cup of black coffee. Top with whipped cream.,Mug,,"['1', '1', nan, nan, nan, nan]","[' Hot Black Coffee', ' Amaretto', ' Whipped cream', nan, nan, nan]"
Cafe De Paris Cocktail,Cocktail Classics,1, Egg White,1, Anis,1, Light cream,1.5, Gin,,,,,Shake with ice and strain into cocktail glass.,Cocktail Glass,6 or more ounces,"['1', '1', '1', 1.5, nan, nan]","[' Egg White', ' Anis', ' Light cream', ' Gin', nan, nan]"
Aztec's Mark,Whiskies,1.5, Bourbon whiskey,0.5, White creme de cacao,0.25, Benedictine,2, Hot red pepper sauce, orange twist,,,,Stir with ice and strain into chilled cocktail glass. Add orange twist.,Cocktail Glass,6 or more ounces,"[1.5, 0.5, 0.25, '2', ' orange twist', nan]","[' Bourbon whiskey', ' White creme de cacao', ' Benedictine', ' Hot red pepper sauce', nan, nan]"
Fontainebleau Special,Brandy,1, Brandy,1, Anisette,0.5, Dry Vermouth,,,,,,,Shake with ice and strain into chilled cocktail glass.,Cocktail Glass,6 or more ounces,"['1', '1', 0.5, nan, nan, nan]","[' Brandy', ' Anisette', ' Dry Vermouth', nan, nan, nan]"
Suntan,Cocktail Classics,2, Hot Shot Tropical Fruit Liqueur,2, Orange Juice,,,,,,,,,Pour over ice in a highball glass. Fill with club soda.,Highball Glass,7 to 10 ounces,"['2', '2', nan, nan, nan, nan]","[' Hot Shot Tropical Fruit Liqueur', ' Orange Juice', nan, nan, nan, nan]"
